"Country EN","Region 1 EN","Region 1 Local Language","Region 1 Latitude","Region 1 Longitude","Region 2 EN","Region 2 Latitude","Region 2 Longitude","Region 3 EN","Region 3 Latitude","Region 3 Longitude","Region 4 EN","Region 4 Latitude","Region 4 Longitude","Region 5 EN","Region 5 Latitude","Region 5 Longitude","Region 6 EN","Region 6 Latitude","Region 6 Longitude"
,,,,,,,,"Vin de Pays du Vaucluse","44,174325","5,042725",,,,,,,,,
,,,,,"Vin de Pays d'Oc - Languedoc-Roussillon","43,452919","3,120117",,,,,,,,,,,,
,,,,,,,,"Vin de Pays Cathare","42,932296","2,669678",,,,,,,,,
,,,,,,,,"Vin de Pays d'Hauterive","43,016697","2,622986",,,,,,,,,
,,,,,,,,"Vin de Pays de Bessan","43,43896","3,526611",,,,,,,,,
,,,,,,,,"Vin de Pays de Cassan","43,478833","3,095398",,,,,,,,,
,,,,,,,,"Vin de Pays de Caux","43,528638","3,405762",,,,,,,,,
,,,,,,,,"Vin de Pays de Cessenon","43,672838","3,169556",,,,,,,,,
,,,,,,,,"Vin de Pays de Cucugnan","42,923749","2,611313",,,,,,,,,
,,,,,,,,"Vin de Pays de Lozere","44,574817","3,493652",,,,,,,,,
,,,,,,,,"Vin de Pays de Pezenas","43,496768","3,411255",,,,,,,,,
,,,,,,,,"Vin de Pays de Saint-Guilhem-le-Desert","43,735879","3,548241",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Ardailhou","43,397065","3,548584",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Aude","43,201172","2,993774",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Herault","","",,,,,,,,,
,,,,,,,,"Vin de Pays de la Benovie","43,711564","4,119873",,,,,,,,,
,,,,,,,,"Vin de Pays de la Cite de Carcassonne","43,212161","2,353663",,,,,,,,,
,,,,,,,,"Vin de Pays de la Cote Vermeille","42,463993","3,131104",,,,,,,,,
,,,,,,,,"Vin de Pays de la Haute Vallee de l'Aude","43,036776","2,384033",,,,,,,,,
,,,,,,,,"Vin de Pays de la Haute Vallee de l'Orb","43,743817","3,110504",,,,,,,,,
,,,,,,,,"Vin de Pays de la Vallee du Paradis","42,94436","2,91687",,,,,,,,,
,,,,,,,,"Vin de Pays de la Vaunage","43,92955","4,273682",,,,,,,,,
,,,,,,,,"Vin de Pays de la Vicomte d'Aumelas","43,560491","3,268433",,,,,,,,,
,,,,,,,,"Vin de Pays de la Vistrenque","43,854336","4,345093",,,,,,,,,
,,,,,,,,"Vin de Pays des Cevennes","43,870178","3,878174",,,,,,,,,
,,,,,,,,"Vin de Pays des Collines de la Moure","43,470861","3,666687",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux Flaviens","43,663898","4,3396",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux d'Enserune","43,277205","3,043213",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Bessilles","43,444943","3,477173",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Ceze","43,977005","4,702148",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Fontcaude","43,436966","2,853699",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Laurens","43,34915","2,977295",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Miramont","43,143082","2,669678",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Murviel","43,447934","3,131104",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Narbonne","43,184277","3,003078",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Peyriac","43,2932","2,70813",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de la Cabrerisse","43,072901","2,650452",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux des Fenouilledes","42,871938","2,790527",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux du Libron","43,373112","2,817993",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux du Littoral Audois","43,096972","3,103638",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux du Pont du Gard","43,947566","4,53496",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux du Salagou","43,664891","3,368683",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes Catalanes","42,75508","2,878418",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Lastours","43,468868","2,592773",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Lezignan","43,213183","2,749329",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Perignan","43,165123","3,169556",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Prouilhe","43,117024","2,285156",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Thau","43,393074","3,548584",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Thongue","43,409038","3,35083",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes du Brian","43,307192","2,625046",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes du Ceressou","43,572432","3,392029",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes du Vidourle","43,735383","4,10614",,,,,,,,,
,,,,,,,,"Vin de Pays des Hauts de Badens","43,223692","2,506943",,,,,,,,,
,,,,,,,,"Vin de Pays des Monts de la Grage","","",,,,,,,,,
,,,,,,,,"Vin de Pays des Pyrenees-Orientales","42,694549","2,669678",,,,,,,,,
,,,,,,,,"Vin de Pays des Sables du Golfe du Lion","43,697665","4,625244",,,,,,,,,
,,,,,,,,"Vin de Pays du Berange","43,675818","3,988037",,,,,,,,,
,,,,,,,,"Vin de Pays du Duche d'Uzes","43,990839","3,946838",,,,,,,,,
,,,,,,,,"Vin de Pays du Gard","43,937462","4,3396",,,,,,,,,
,,,,,,,,"Vin de Pays du Mont Baudile","43,68575","3,479919",,,,,,,,,
,,,,,,,,"Vin de Pays du Torgan","42,91168","2,719116",,,,,,,,,
,,,,,,,,"Vin de Pays du Val de Cesse","43,289202","2,581787",,,,,,,,,
,,,,,,,,"Vin de Pays du Val de Dagne","43,109004","2,422485",,,,,,,,,
,,,,,,,,"Vin de Pays du Val de Montferrand","43,73836","3,917999",,,,,,,,,
,,,,,"Vin de Pays de l'Atlantique","45,85176","-0,384521",,,,,,,,,,,,
,,,,,,,,"Vin de Pays Charentais","46,225453","-1,153564",,,,,,,,,
,,,,,,,,,,,"Vin de Pays Charentais Ile d'Oleron","45,93014","-1,274414",,,,,,
,,,,,,,,,,,"Vin de Pays Charentais Ile de Re","46,191353","-1,374361",,,,,,
,,,,,,,,,,,"Vin de Pays Charentais Saint-Sornin","45,774707","-0,994949",,,,,,
,,,,,,,,"Vin de Pays de Charente","45,690833","0,142822",,,,,,,,,
,,,,,,,,"Vin de Pays de Charente-Maritime","46,172223","-1,153564",,,,,,,,,
,,,,,,,,"Vin de Pays de Dordogne","45,232349","0,708618",,,,,,,,,
,,,,,,,,"Vin de Pays du Perigord","45,174293","1,087646",,,,,,,,,
,,,,,,,,,,,"Vin de Pays du Perigord Vin de Domme","44,806686","1,226349",,,,,,
,,,,,"Vin de Pays des Comtes Rhodaniens - Rhone-Savoie","45,58329","5,339355",,,,,,,,,,,,
,,,,,,,,"Vin de Pays d'Allobrogie","45,602509","5,95459",,,,,,,,,
,,,,,,,,"Vin de Pays d'Isere","45,321254","5,668945",,,,,,,,,
,,,,,,,,"Vin de Pays d'Urfe","45,467836","4,383545",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Ain","46,229253","5,20752",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Ardeche","44,630551","4,387665",,,,,,,,,
,,,,,,,,"Vin de Pays de la Drome","44,980342","4,87793",,,,,,,,,
,,,,,,,,"Vin de Pays des Balmes Dauphinoises","45,752193","5,377808",,,,,,,,,
,,,,,,,,"Vin de Pays des Collines Rhodaniennes","44,781835","5,180054",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Montelimar","44,556944","4,749496",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de l'Ardeche","44,653024","4,597778",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux des Baronnies","44,504341","4,866943",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux du Gresivaudan","45,406164","5,95459",,,,,,,,,
,,,,,,,,"Vin de Pays des Gaules","46,689957","4,953461",,,,,,,,,
,,,,,,,,"Vin de Pays du Comte de Grignan","44,441624","4,902649",,,,,,,,,
,,,,,"Vin de Pays du Comte Tolosan","43,644026","1,40625",,,,,,,,,,,,
,,,,,,,,"Vin de Pays d'Ariege","42,988576","1,604004",,,,,,,,,
,,,,,,,,"Vin de Pays d'Aveyron","44,355278","2,559814",,,,,,,,,
,,,,,,,,"Vin de Pays de Bigorre","43,056848","0,197754",,,,,,,,,
,,,,,,,,"Vin de Pays de Cantal","44,949249","2,427979",,,,,,,,,
,,,,,,,,"Vin de Pays de Thezac-Perricard","44,440644","1,007996",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Agenais","44,221584","0,615234",,,,,,,,,
,,,,,,,,"Vin de Pays de la Haute-Garonne","43,353144","1,087646",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Glanes","44,891877","1,853943",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux et Terrasses de Montauban","44,016079","1,35295",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Gascogne","43,771094","0,494385",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes de Montestruc","43,679791","0,582275",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes du Condomois","43,996766","0,368042",,,,,,,,,
,,,,,,,,"Vin de Pays des Cotes du Tarn","43,961191","2,142334",,,,,,,,,
,,,,,,,,"Vin de Pays des Hautes-Pyrenees","43,301196","0,054932",,,,,,,,,
,,,,,,,,"Vin de Pays des Landes","43,925594","-0,516357",,,,,,,,,
,,,,,,,,"Vin de Pays des Pyrenees-Atlantiques","43,325178","-0,966797",,,,,,,,,
,,,,,,,,"Vin de Pays des Terroirs Landais","43,644026","-0,74707",,,,,,,,,
,,,,,,,,,,,"Vin de Pays des Terroirs Landais Chalosse","43,671845","-0,939331",,,,,,
,,,,,,,,,,,"Vin de Pays des Terroirs Landais Cotes de l'Adour","43,709579","-0,280151",,,,,,
,,,,,,,,,,,"Vin de Pays des Terroirs Landais Sables Fauves","43,967121","-0,162048",,,,,,
,,,,,,,,,,,"Vin de Pays des Terroirs Landais Sables de l'Ocean","43,850374","-1,392517",,,,,,
,,,,,,,,"Vin de Pays du Gers","43,691708","0,576782",,,,,,,,,
,,,,,,,,"Vin de Pays du Lot","44,527843","1,428223",,,,,,,,,
,,,,,,,,"Vin de Pays du Lot-et-Garonne","44,284537","0,599854",,,,,,,,,
,,,,,,,,"Vin de Pays du Tarn","44,00862","2,109375",,,,,,,,,
,,,,,,,,"Vin de Pays du Tarn-et-Garonne","44,040219","1,345825",,,,,,,,,
,,,,,"Vin de Pays du Val de Loire - Jardin de la France","47,428087","0,527344",,,,,,,,,,,,
,,,,,,,,"Vin de Pays de Deux-Sevres","46,358302","-0,461426",,,,,,,,,
,,,,,,,,"Vin de Pays de Loire-Atlantique","47,279229","-1,571045",,,,,,,,,
,,,,,,,,"Vin de Pays de Maine-et-Loire","47,576526","-0,560303",,,,,,,,,
,,,,,,,,"Vin de Pays de Retz","47,174778","-1,911621",,,,,,,,,
,,,,,,,,"Vin de Pays de Sarthe","48,085419","0,197754",,,,,,,,,
,,,,,,,,"Vin de Pays de Vendee","46,7248","-1,428223",,,,,,,,,
,,,,,,,,"Vin de Pays de Vienne","46,656977","0,32959",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Allier","46,377254","3,120117",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Indre","46,83765","1,691895",,,,,,,,,
,,,,,,,,"Vin de Pays de l'Indre-et-Loire","47,41322","0,670166",,,,,,,,,
,,,,,,,,"Vin de Pays de la Nievre","47,002734","3,164063",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux Charitois","47,077604","3,122864",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux de Tannay","47,481945","3,512878",,,,,,,,,
,,,,,,,,"Vin de Pays des Coteaux du Cher et de L'Arnon","47,309034","2,059937",,,,,,,,,
,,,,,,,,"Vin de Pays des Marches de Bretagne","47,368594","-1,516113",,,,,,,,,
,,,,,,,,"Vin de Pays du Bourbonnais","46,641894","3,339844",,,,,,,,,
,,,,,,,,"Vin de Pays du Cher","47,129951","2,384033",,,,,,,,,
,,,,,,,,"Vin de Pays du Loir-et-Cher","47,620975","1,329346",,,,,,,,,
,,,,,,,,"Vin de Pays du Loiret","47,953145","1,911621",,,,,,,,,
